Application ID,Application Start Time,Application End Time,Applicant Name,Applicant Email,Applicant Phone #,Applicant Social Security #,Applicant Address,Renter Quantity,Unit Type,Requested Amount,Originating IP Address,Classification,Originating Country
3639953,2022-01-18 02:52:06.000000,2022-01-18 03:06:26.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"300 Schaefer Trace, Suite 026, 37493-1756, Veumbury, Connecticut, United States",3,Single-Family,18000.00,78.92.17.85,,Hungary
3640356,2022-03-02 12:16:16.000000,2022-03-02 12:35:55.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"3249 Colin Isle, Apt. 609, 91399-6921, Eliseobury, Illinois, United States",1,Multi-Family,10000.00,59.178.82.108,,India
3640759,2022-06-17 03:32:21.000000,2022-06-17 03:39:05.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"136 Watsica Circles, Suite 394, 24384, Trystanborough, South Dakota, United States",1,Multi-Family,23000.00,208.222.210.152,Legitimate,United States
3641162,2022-04-12 10:14:20.000000,2022-04-12 10:16:31.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"69509 Russel Ridge, Apt. 603, 20698-2946, Croninmouth, Alabama, United States",2,Multi-Family,30000.00,187.188.148.218,Legitimate,Mexico
3641565,2022-06-01 02:42:09.000000,2022-06-01 02:50:36.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"3410 Evelyn Cliff, Apt. 775, 20407-1676, West Lavinia, North Dakota, United States",2,Multi-Family,32000.00,101.147.79.212,Legitimate,China
3641968,2022-02-28 09:19:48.000000,2022-02-28 09:33:39.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"54603 Marvin Fork, Apt. 650, 80769-4635, DuBuquetown, New Hampshire, United States",3,Multi-Family,8000.00,26.97.149.141,Legitimate,United States
3642371,2022-04-10 17:43:40.000000,2022-04-10 18:02:58.000000,"Robinson, Audrey",a.robinson@randatmail.com,(321)-119-5161,528-81-7853,"64599 Borer Glen, Apt. 700, 43419-5995, New Dejaville, Missouri, United States",3,Multi-Family,24000.00,161.95.72.61,Legitimate,Japan
3642774,2022-02-13 00:15:56.000000,2022-02-13 00:17:21.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"40829 Durgan Stream, Apt. 314, 41359-3916, Tromphaven, Kansas, United States",1,Single-Family,58000.00,249.166.188.190,Fraud,
3643177,2022-04-09 22:53:31.000000,2022-04-09 23:03:39.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"261 Eden River, Suite 258, 21764, East Kaliton, Arizona, United States",1,Single-Family,44000.00,246.223.112.210,,
3643580,2022-02-25 09:30:40.000000,2022-02-25 09:45:04.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"926 Chelsea Ridge, Suite 481, 91136-8333, Vadaburgh, Louisiana, United States",2,Single-Family,46000.00,167.192.70.90,,United States
364369,2022-04-09 17:09:21.000000,2022-04-09 17:17:23.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"161 Turner Underpass, Apt. 004, 72954-8827, West Norberthaven, Alabama, United States",1,Single-Family,44000.00,64.164.189.173,Legitimate,United States
3643983,2022-01-31 13:02:45.000000,2022-01-31 13:19:43.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"5076 Moore Lakes, Apt. 724, 96001, East Crawford, North Carolina, United States",2,Single-Family,0.00,172.186.54.36,,France
3644386,2022-01-07 21:41:31.000000,2022-01-07 21:58:17.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"040 Vicenta Corners, Apt. 284, 95536-1404, Breitenbergport, Florida, United States",3,Single-Family,17000.00,245.155.159.222,,
3644789,2022-01-24 14:13:20.000000,2022-01-24 14:21:35.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"58216 Jones Squares, Suite 816, 31726, South Kamren, Maryland, United States",3,Single-Family,48000.00,210.192.164.252,Legitimate,Taiwan
3645192,2022-01-01 05:51:39.000000,2022-01-01 06:11:38.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"53349 Gislason Inlet, Suite 306, 20573-5290, Itzelside, Oregon, United States",1,Multi-Family,3000.00,229.113.161.199,Legitimate,
3645595,2022-04-30 06:35:52.000000,2022-04-30 06:40:54.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"01125 Schulist Crescent, Suite 434, 69361, Teresastad, Arkansas, United States",1,Multi-Family,41000.00,124.84.104.148,Legitimate,Japan
3645998,2022-01-30 17:22:31.000000,2022-01-30 17:31:38.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"36418 Dickens Light, Apt. 593, 99239-7582, Hettingerbury, Florida, United States",2,Multi-Family,1000.00,178.255.186.148,Legitimate,Italy
3646401,2022-01-23 09:20:19.000000,2022-01-23 09:39:08.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"806 Maiya Manor, Apt. 339, 87985-6193, Abshirefort, Arizona, United States",3,Multi-Family,18000.00,93.76.212.64,,Ukraine
3646804,2022-06-09 21:12:05.000000,2022-06-09 21:24:32.000000,"Robinson, Brad",b.robinson@randatmail.com,(074)-473-1820,702-66-8854,"44176 Bailey Mills, Apt. 449, 86031, East Selmerburgh, Oregon, United States",3,Multi-Family,11000.00,98.26.230.123,Legitimate,United States
3647207,2022-03-24 02:08:53.000000,2022-03-24 02:29:10.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"5280 Wolf Village, Suite 279, 11986-1255, North Adrianna, Delaware, United States",1,Single-Family,24000.00,36.236.127.5,Legitimate,Taiwan
3647610,2022-02-05 17:32:15.000000,2022-02-05 17:33:48.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"46047 Crona Lake, Suite 938, 91973-3901, Leschbury, Nebraska, United States",1,Single-Family,8000.00,114.186.193.170,,Japan
364772,2022-02-12 14:29:43.000000,2022-02-12 14:37:39.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"7434 Adriel Stravenue, Apt. 758, 82050, Whiteland, Connecticut, United States",1,Single-Family,19000.00,82.9.244.118,,United Kingdom
3648013,2022-04-29 22:46:12.000000,2022-04-29 23:02:00.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"7700 Nikko Trace, Suite 847, 59174, North Oral, Minnesota, United States",2,Single-Family,15000.00,141.45.203.127,Legitimate,Germany
3648416,2022-02-22 22:33:08.000000,2022-02-22 22:40:51.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"3816 Marques Springs, Apt. 949, 92681, West Marcelinoburgh, South Carolina, United States",2,Single-Family,58000.00,66.26.215.79,,United States
3648819,2022-02-20 00:13:31.000000,2022-02-20 00:29:24.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"94613 Jones Roads, Suite 314, 21084-4775, Schmittfurt, Oklahoma, United States",3,Single-Family,53000.00,227.138.39.222,Fraud,
3649222,2022-01-18 20:35:23.000000,2022-01-18 20:53:08.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"8151 Isac Inlet, Apt. 860, 07158-1336, Kaiatown, Alaska, United States",3,Single-Family,55000.00,254.210.87.122,,
3649625,2022-04-29 07:40:30.000000,2022-04-29 08:01:59.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"262 Terrence Drive, Apt. 584, 04196-5758, Richardfort, Kansas, United States",1,Multi-Family,53000.00,124.253.102.41,,India
3650028,2022-02-02 20:28:20.000000,2022-02-02 20:40:25.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"986 Lynch Ranch, Apt. 226, 34702-4074, Rosenbaumborough, Maryland, United States",1,Multi-Family,32000.00,156.41.16.170,,United States
3650431,2022-05-20 10:59:47.000000,2022-05-20 11:15:13.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"3008 Delpha Manors, Apt. 996, 05574-2719, North Lisamouth, Nebraska, United States",2,Multi-Family,54000.00,130.127.110.245,Fraud,United States
3650834,2022-02-22 03:18:00.000000,2022-02-22 03:28:58.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"03022 Waters Island, Suite 080, 42497-0873, Lake Roxanefort, Washington, United States",2,Multi-Family,35000.00,63.143.65.44,Legitimate,Jamaica
3651237,2022-05-09 05:17:24.000000,2022-05-09 05:37:41.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"23362 Cleo Harbors, Apt. 116, 58482, Lockmanville, Tennessee, United States",3,Multi-Family,6000.00,149.184.246.197,Legitimate,United Kingdom
3651640,2022-01-14 12:11:32.000000,2022-01-14 12:13:30.000000,"Robinson, Brooke",b.robinson@randatmail.com,(013)-691-3410,847-07-2588,"44975 Ferry Island, Apt. 807, 02428-9036, New Gerson, Missouri, United States",3,Multi-Family,3000.00,187.182.23.188,Legitimate,Brazil
365175,2022-03-08 12:32:12.000000,2022-03-08 12:45:13.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"46023 Mosciski Greens, Suite 218, 59740, Christianaview, South Carolina, United States",2,Single-Family,52000.00,226.27.26.220,Fraud,
3652043,2022-05-12 15:01:51.000000,2022-05-12 15:18:48.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"093 Sporer Knoll, Apt. 604, 81361-2894, Port Karen, Pennsylvania, United States",1,Single-Family,44000.00,193.14.172.30,,Sweden
3652446,2022-01-19 19:52:47.000000,2022-01-19 20:12:38.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"217 Streich Island, Apt. 807, 00683-8848, Lake Jillian, West Virginia, United States",1,Single-Family,18000.00,188.172.93.210,Legitimate,Malta
3652849,2022-05-08 17:11:05.000000,2022-05-08 17:16:11.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"03199 Goodwin Walks, Suite 015, 99618, New Lew, Washington, United States",2,Single-Family,17000.00,235.102.74.128,Legitimate,
3653252,2022-05-04 21:04:49.000000,2022-05-04 21:10:29.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"506 Lillian Cliff, Apt. 420, 90464, Maiyafurt, Utah, United States",2,Single-Family,8000.00,216.31.232.181,Legitimate,United States
3653655,2022-05-10 01:30:08.000000,2022-05-10 01:51:41.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"0109 Vivian Burgs, Suite 551, 07688-6652, East Othahaven, New Hampshire, United States",3,Single-Family,43000.00,213.218.186.166,Legitimate,Germany
3654058,2022-05-12 17:26:45.000000,2022-05-12 17:28:02.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"8010 Beverly Burgs, Suite 607, 68518, Connellytown, Kansas, United States",3,Single-Family,10000.00,156.17.162.242,Legitimate,Poland
3654461,2022-01-23 16:35:46.000000,2022-01-23 16:46:07.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"25713 Federico Mount, Apt. 337, 18306, Luettgenborough, Georgia, United States",1,Multi-Family,59000.00,244.71.146.205,Fraud,
3654864,2022-06-13 14:28:45.000000,2022-06-13 14:47:09.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"39164 Ryan Mills, Apt. 842, 31284-8545, New Asha, Michigan, United States",1,Multi-Family,19000.00,254.87.250.234,Legitimate,
3655267,2022-03-06 00:02:13.000000,2022-03-06 00:03:03.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"283 Cassin Walk, Suite 246, 68109-2850, Auerton, Utah, United States",2,Multi-Family,35000.00,110.220.247.152,Fraud,China
3655670,2022-02-26 19:06:53.000000,2022-02-26 19:25:50.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"311 Brandyn Run, Suite 539, 91700, Wilbertstad, Washington, United States",2,Multi-Family,1000.00,19.9.154.225,Legitimate,United States
365578,2022-06-15 19:28:03.000000,2022-06-15 19:38:22.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"730 Kelvin Oval, Suite 617, 40626, Port Michele, Tennessee, United States",2,Single-Family,17000.00,28.167.9.248,Legitimate,United States
3656073,2022-02-01 05:50:37.000000,2022-02-01 06:11:30.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"462 Parisian Lake, Apt. 844, 61256, Lake Georgeberg, Idaho, United States",3,Multi-Family,40000.00,189.51.146.160,Legitimate,Brazil
3656476,2022-06-09 06:41:03.000000,2022-06-09 06:53:56.000000,"Robinson, Chester",c.robinson@randatmail.com,(430)-780-9941,791-20-6468,"00639 Carlotta Mountains, Suite 215, 06617-9192, Lake Mikaylaborough, Mississippi, United States",3,Multi-Family,27000.00,183.205.121.116,,China
3656879,2022-01-22 23:34:06.000000,2022-01-22 23:47:23.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"8880 Graham Forks, Apt. 369, 99655-2226, East Herbertfort, Wisconsin, United States",1,Single-Family,44000.00,4.194.118.108,Legitimate,United States
3657282,2022-03-25 06:57:26.000000,2022-03-25 07:03:41.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"08703 Sipes Creek, Apt. 215, 30348, New Lonzoview, Hawaii, United States",1,Single-Family,25000.00,195.93.239.46,Legitimate,Netherlands
3657685,2022-03-12 12:28:32.000000,2022-03-12 12:42:49.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"5938 Nayeli Estates, Apt. 892, 00398, New Alycia, Hawaii, United States",2,Single-Family,22000.00,178.107.120.215,,United Kingdom
3658088,2022-06-03 05:41:30.000000,2022-06-03 05:42:56.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"3772 Dayna Ramp, Apt. 037, 16926-7437, Eviechester, Maine, United States",2,Single-Family,17000.00,108.100.49.203,Legitimate,United States
3658491,2022-01-14 02:22:51.000000,2022-01-14 02:45:00.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"61537 Lula Prairie, Apt. 871, 76875, South Kellieburgh, Connecticut, United States",3,Single-Family,34000.00,230.13.249.201,Legitimate,
3658894,2022-01-20 14:40:31.000000,2022-01-20 14:53:32.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"2094 Orrin Lake, Apt. 436, 28995-9988, East Aydenview, Montana, United States",3,Single-Family,33000.00,211.210.11.42,Legitimate,South Korea
3659297,2022-01-07 10:16:04.000000,2022-01-07 10:28:27.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"6270 Dylan Circles, Suite 733, 14672-6203, Cristobalton, New Mexico, United States",1,Multi-Family,42000.00,218.236.54.239,,South Korea
3659700,2022-02-25 12:34:22.000000,2022-02-25 12:52:55.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"812 Gust Oval, Apt. 475, 36652-9436, Lake Juana, Wisconsin, United States",1,Multi-Family,28000.00,72.118.188.208,Legitimate,United States
365981,2022-05-29 13:59:33.000000,2022-05-29 14:19:38.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"5175 Justus Loop, Apt. 938, 05500-7126, Lucieton, Ohio, United States",3,Single-Family,8000.00,212.85.135.251,,France
3660103,2022-03-16 17:29:32.000000,2022-03-16 17:31:54.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"301 Kitty Manors, Suite 908, 29879-4215, Lake Adalberto, New Hampshire, United States",2,Multi-Family,25000.00,170.134.32.198,Legitimate,United States
3660506,2022-06-15 15:16:18.000000,2022-06-15 15:31:31.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"3696 Randy Bypass, Apt. 730, 39503-7703, Travonfurt, Ohio, United States",2,Multi-Family,13000.00,11.60.144.62,,United States
3660909,2022-06-12 10:00:08.000000,2022-06-12 10:14:42.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"8465 Elmira Prairie, Apt. 874, 88203-5110, West Arielle, Idaho, United States",3,Multi-Family,18000.00,133.177.181.12,Legitimate,Japan
3661312,2022-05-30 21:08:21.000000,2022-05-30 21:10:48.000000,"Robinson, Chloe",c.robinson@randatmail.com,(613)-668-9290,669-65-0723,"7524 Prosacco Plaza, Suite 005, 54833, Port Gage, Florida, United States",3,Multi-Family,2000.00,98.166.199.148,Legitimate,United States
3661715,2022-01-04 14:27:11.000000,2022-01-04 14:30:12.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"3526 Carleton Branch, Apt. 647, 13190, Lake Marilieville, Hawaii, United States",1,Single-Family,15000.00,109.255.252.143,Legitimate,Ireland
3662118,2022-05-02 09:53:04.000000,2022-05-02 10:08:55.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"2112 Stamm Radial, Apt. 253, 55920-6463, Dejonshire, Connecticut, United States",1,Single-Family,50000.00,233.76.188.33,Legitimate,
3662521,2022-04-15 02:55:06.000000,2022-04-15 03:11:38.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"5128 Walsh Squares, Apt. 297, 84233, Bashirianhaven, Connecticut, United States",2,Single-Family,34000.00,77.11.16.91,Legitimate,Germany
3662924,2022-03-11 20:42:33.000000,2022-03-11 20:58:13.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"19238 Stephan Locks, Apt. 237, 11351-1635, Port Fridaton, Arkansas, United States",2,Single-Family,51000.00,253.169.79.92,,
3663327,2022-03-10 17:53:48.000000,2022-03-10 17:58:43.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"8352 Lubowitz Springs, Suite 673, 98382, West Jacynthe, Washington, United States",3,Single-Family,55000.00,139.16.156.18,Fraud,Germany
3663730,2022-05-23 17:28:56.000000,2022-05-23 17:29:34.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"527 Hershel Village, Apt. 769, 42854-7700, West Edmundhaven, Minnesota, United States",3,Single-Family,40000.00,59.165.209.100,,India
366384,2022-01-01 20:55:34.000000,2022-01-01 21:14:38.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"6618 Verner Courts, Suite 741, 35275, West Madalineside, Maryland, United States",3,Single-Family,52000.00,141.180.192.40,Fraud,United States
3664133,2022-02-17 22:34:44.000000,2022-02-17 22:50:01.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"77498 Kohler Oval, Apt. 399, 86633, Stantonfurt, New Hampshire, United States",1,Multi-Family,14000.00,67.195.2.110,,United States
3664536,2022-02-21 06:09:59.000000,2022-02-21 06:26:36.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"4377 Efren Lake, Suite 772, 03232-0703, Mandyview, Nebraska, United States",1,Multi-Family,31000.00,205.202.145.133,Legitimate,United States
3664939,2022-05-05 08:25:06.000000,2022-05-05 08:44:02.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"494 Oberbrunner Vista, Apt. 078, 20274, Carmentown, Michigan, United States",2,Multi-Family,18000.00,48.245.55.92,,United States
3665342,2022-04-19 05:37:16.000000,2022-04-19 05:56:00.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"9101 Legros Station, Suite 672, 16876, West Jess, California, United States",2,Multi-Family,2000.00,117.164.87.173,,China
3665745,2022-04-16 07:44:07.000000,2022-04-16 07:44:49.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"84086 Dooley Fields, Apt. 488, 98243-7239, Trompshire, South Dakota, United States",3,Multi-Family,39000.00,221.230.47.105,Fraud,China
3666148,2022-03-19 20:26:17.000000,2022-03-19 20:45:04.000000,"Robinson, David",d.robinson@randatmail.com,(187)-529-8570,588-35-3835,"52695 Waelchi Mountains, Apt. 053, 37659-7893, Marcosland, Louisiana, United States",3,Multi-Family,1000.00,172.105.0.94,Legitimate,Canada
3666551,2022-01-10 12:55:43.000000,2022-01-10 13:09:47.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"00387 Deckow Fields, Apt. 658, 92298-0242, New Margaritaborough, Nevada, United States",1,Single-Family,11000.00,12.164.222.96,Legitimate,United States
3666954,2022-03-13 00:18:07.000000,2022-03-13 00:19:51.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"41254 Betsy Brook, Apt. 639, 44944, West Coraborough, Hawaii, United States",1,Single-Family,30000.00,113.214.104.189,,China
3667357,2022-05-14 23:10:05.000000,2022-05-14 23:19:32.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"06355 Stanton Glens, Suite 498, 72222, Leschstad, Louisiana, United States",2,Single-Family,51000.00,157.55.6.12,,United States
3667760,2022-05-05 16:27:03.000000,2022-05-05 16:32:48.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"259 Rogahn Flat, Apt. 709, 69110-2799, Moenborough, Arizona, United States",2,Single-Family,44000.00,93.96.200.222,Legitimate,United Kingdom
366787,2022-02-12 07:46:27.000000,2022-02-12 07:47:37.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"254 Barry Field, Apt. 645, 18031-9018, Kuphalton, Alabama, United States",1,Multi-Family,45000.00,23.54.38.254,Legitimate,United States
3668163,2022-01-11 00:51:08.000000,2022-01-11 01:02:50.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"04058 Cole Roads, Apt. 681, 60808-2599, Ardellaburgh, New Jersey, United States",3,Single-Family,35000.00,186.167.33.71,Legitimate,Venezuela
3668566,2022-04-26 22:52:50.000000,2022-04-26 23:08:12.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"75151 Alva Coves, Apt. 860, 16470-0125, Lake Carletonstad, Idaho, United States",3,Single-Family,20000.00,39.86.188.108,Legitimate,China
3668969,2022-03-30 18:29:47.000000,2022-03-30 18:49:02.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"438 Marquise Glens, Suite 731, 16563, Port Gay, Alabama, United States",1,Multi-Family,27000.00,138.221.170.198,Legitimate,Switzerland
3669372,2022-03-10 20:26:18.000000,2022-03-10 20:41:47.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"0391 Treutel Garden, Suite 140, 60791-6455, Lake Delfinaport, Idaho, United States",1,Multi-Family,49000.00,36.197.151.41,Legitimate,China
3669775,2022-06-07 02:00:24.000000,2022-06-07 02:16:08.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"53825 Wyman Orchard, Apt. 750, 87969-8896, Maggioville, Texas, United States",2,Multi-Family,31000.00,124.137.130.253,,South Korea
3670178,2022-05-28 01:58:39.000000,2022-05-28 02:09:10.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"0634 Thiel Row, Apt. 363, 43792-0844, Winonaborough, New Hampshire, United States",2,Multi-Family,8000.00,60.124.110.195,Legitimate,Japan
3670581,2022-01-21 13:32:50.000000,2022-01-21 13:45:37.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"22771 Lueilwitz Glen, Apt. 389, 28396, Port Hershel, Arkansas, United States",3,Multi-Family,26000.00,52.10.151.222,Legitimate,United States
3670984,2022-06-06 22:08:36.000000,2022-06-06 22:24:14.000000,"Robinson, Ellia",e.robinson@randatmail.com,(298)-856-9211,776-10-8940,"9775 Lubowitz Corner, Suite 094, 82624, Lake Laurel, South Dakota, United States",3,Multi-Family,12000.00,57.80.194.45,Legitimate,United States
3671387,2022-02-10 01:40:47.000000,2022-02-10 01:41:21.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"080 Moore Court, Apt. 960, 72631, South Damiantown, Oklahoma, United States",1,Single-Family,2000.00,150.226.64.184,Fraud,United States
3671790,2022-06-12 01:19:52.000000,2022-06-12 01:31:21.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"86186 Rosalee Point, Suite 854, 24638, East Gaston, Idaho, United States",1,Single-Family,7000.00,89.145.36.233,,Germany
367190,2022-02-16 22:17:08.000000,2022-02-16 22:36:49.000000,"Bailey, Kate",k.bailey@randatmail.com,(425)-585-7050,761-30-5947,"0873 Powlowski Parks, Apt. 281, 59782-3691, Lucianoland, Nevada, United States",1,Multi-Family,33000.00,125.206.119.169,Legitimate,Japan
3672193,2022-03-13 06:46:02.000000,2022-03-13 07:05:13.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"82726 Hazel Tunnel, Suite 682, 85228, Emmymouth, New Hampshire, United States",2,Single-Family,25000.00,144.130.192.56,,Australia
3672596,2022-06-11 02:59:32.000000,2022-06-11 03:21:47.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"7901 Laney Estate, Apt. 962, 81497-1931, Lake Robbieton, Montana, United States",2,Single-Family,0.00,92.102.203.231,,France
3672999,2022-04-30 08:54:00.000000,2022-04-30 08:57:48.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"2166 O'Hara Flats, Apt. 499, 67931-6007, Mosciskichester, Texas, United States",3,Single-Family,48000.00,224.250.47.103,Legitimate,
3673402,2022-03-15 03:15:28.000000,2022-03-15 03:28:54.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"9863 Kailee Square, Apt. 810, 58490-6998, McLaughlinberg, Delaware, United States",3,Single-Family,32000.00,53.42.218.43,,Germany
3673805,2022-04-30 12:21:43.000000,2022-04-30 12:27:35.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"962 Ulices Expressway, Apt. 507, 37426-2613, East Greggfort, South Dakota, United States",1,Multi-Family,44000.00,192.138.191.233,,United States
3674208,2022-05-28 19:23:21.000000,2022-05-28 19:44:17.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"063 Roel Avenue, Apt. 622, 13976, Konopelskiton, Maine, United States",1,Multi-Family,57000.00,76.136.149.200,Fraud,United States
3674611,2022-04-17 03:35:50.000000,2022-04-17 03:46:05.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"5904 Wiza Meadows, Suite 533, 77832-2611, Lazarostad, Idaho, United States",2,Multi-Family,32000.00,81.10.148.235,Legitimate,Austria
3675014,2022-01-17 04:07:57.000000,2022-01-17 04:26:56.000000,"Robinson, Fiona",f.robinson@randatmail.com,(818)-465-6210,337-98-5737,"6918 Rosanna Overpass, Suite 346, 63315, New Caleigh, Oklahoma, United States",2,Multi-Family,58000.00,81.70.90.81,,China
